merchant_id,date,archetype,home_region,n_transactions,n_failed,avg_amount,amount_std,n_unique_users,n_new_users,n_devices,distinct_regions_seen,label_fraud_spike
M0039,2026-05-22,large,Karnataka,961,64,3034.47,2209.16,826,217,702,1,0
M0039,2026-05-23,large,Karnataka,1131,73,3013.99,2155.89,991,250,842,1,0
M0039,2026-05-24,large,Karnataka,1105,79,2973.82,2122.71,755,171,641,1,0
M0039,2026-05-25,large,Karnataka,958,52,3061.57,2299.6,722,207,613,1,0
M0039,2026-05-26,large,Karnataka,969,60,2905.9,2088.6,829,209,704,1,0
M0039,2026-05-27,large,Karnataka,929,58,3083.07,2187.03,567,170,481,1,0
M0039,2026-05-28,large,Karnataka,944,59,2953.97,2047.09,831,241,706,1,0
M0039,2026-05-29,large,Karnataka,944,41,2997.52,2181.01,687,194,583,1,0
M0039,2026-05-30,large,Karnataka,1057,59,3023.66,2181.7,778,238,661,1,0
M0039,2026-05-31,large,Karnataka,1118,67,3174.44,2237.19,782,213,664,1,0
M0039,2026-06-01,large,Karnataka,977,55,3081.7,2236.33,721,200,612,1,0
M0039,2026-06-02,large,Karnataka,973,65,3052.37,2079.38,796,233,676,1,0
M0039,2026-06-03,large,Karnataka,995,53,2931.68,2114.8,763,191,648,1,0
M0039,2026-06-04,large,Karnataka,964,54,3022.56,2172.81,713,195,606,1,0
M0039,2026-06-05,large,Karnataka,955,54,3045.11,2105.24,835,225,709,1,0
M0039,2026-06-06,large,Karnataka,1091,85,3171.51,2391.79,686,188,583,1,0
M0039,2026-06-07,large,Karnataka,1081,63,3006.59,2139.08,875,231,743,1,0
M0039,2026-06-08,large,Karnataka,966,60,3071.26,2100.3,663,180,563,1,0
M0039,2026-06-09,large,Karnataka,965,54,3104.62,2330.27,829,214,704,1,0
M0039,2026-06-10,large,Karnataka,910,45,3157.26,2265.1,813,200,691,1,0
M0039,2026-06-11,large,Karnataka,956,48,3004.96,2072.48,720,172,612,1,0
M0039,2026-06-12,large,Karnataka,1005,46,3089.77,2236.87,725,189,616,1,0
M0039,2026-06-13,large,Karnataka,1116,63,3051.07,2147.86,842,219,715,1,0
M0039,2026-06-14,large,Karnataka,1150,72,3081.38,2070.09,742,206,630,1,0
M0039,2026-06-15,large,Karnataka,944,57,3049.63,2140.0,730,188,620,1,0
M0039,2026-06-16,large,Karnataka,957,52,3101.21,2215.12,583,153,495,1,0
M0039,2026-06-17,large,Karnataka,1176,261,3111.47,2153.43,725,189,616,1,1
M0039,2026-06-18,large,Karnataka,1196,164,3067.37,2196.35,844,237,717,1,1
M0039,2026-06-19,large,Karnataka,1199,148,3067.55,2149.94,936,256,795,1,1
M0039,2026-06-20,large,Karnataka,1388,317,3150.6,2280.93,967,266,821,1,1
M0039,2026-06-21,large,Karnataka,1478,189,3017.14,2098.87,1099,318,934,1,1
M0039,2026-06-22,large,Karnataka,1226,309,3044.29,2093.63,988,259,839,1,1
M0039,2026-06-23,large,Karnataka,931,39,3151.17,2171.64,737,209,626,1,0
M0039,2026-06-24,large,Karnataka,936,58,3000.61,2186.56,830,244,705,1,0
M0039,2026-06-25,large,Karnataka,921,53,3079.09,2154.61,669,168,568,1,0
M0039,2026-06-26,large,Karnataka,963,56,3074.06,2247.99,754,221,640,1,0
M0039,2026-06-27,large,Karnataka,1105,55,3008.41,2190.85,853,243,725,1,0
M0039,2026-06-28,large,Karnataka,1100,61,2969.86,2150.07,951,248,808,1,0
M0039,2026-06-29,large,Karnataka,966,56,2983.02,2203.2,602,168,511,1,0
M0040,2026-01-01,large,Karnataka,860,52,2570.79,1764.47,636,153,540,1,0
M0040,2026-01-02,large,Karnataka,876,49,2537.78,1705.97,636,158,540,1,0
M0040,2026-01-03,large,Karnataka,990,53,2431.9,1752.6,605,155,514,1,0
M0040,2026-01-04,large,Karnataka,991,42,2481.72,1792.31,675,169,573,1,0
M0040,2026-01-05,large,Karnataka,878,37,2390.21,1673.36,685,188,582,1,0
M0040,2026-01-06,large,Karnataka,923,48,2518.16,1776.46,732,179,622,1,0
M0040,2026-01-07,large,Karnataka,900,53,2461.15,1806.16,787,196,668,1,0
M0040,2026-01-08,large,Karnataka,891,37,2625.74,1808.52,585,152,497,1,0
M0040,2026-01-09,large,Karnataka,904,42,2449.47,1670.8,628,159,533,1,0
M0040,2026-01-10,large,Karnataka,1073,56,2472.67,1728.46,657,168,558,1,0
M0040,2026-01-11,large,Karnataka,1053,56,2481.11,1713.15,922,239,783,1,0
M0040,2026-01-12,large,Karnataka,810,37,2503.99,1743.52,677,175,575,1,0
M0040,2026-01-13,large,Karnataka,872,46,2395.41,1698.1,768,202,652,1,0
M0040,2026-01-14,large,Karnataka,894,40,2487.81,1768.87,734,184,623,1,0
M0040,2026-01-15,large,Karnataka,928,40,2470.67,1758.0,658,176,559,1,0
M0040,2026-01-16,large,Karnataka,917,46,2511.12,1696.85,771,194,655,1,0
M0040,2026-01-17,large,Karnataka,1018,74,2592.09,1890.82,788,211,669,1,0
M0040,2026-01-18,large,Karnataka,1007,38,2490.13,1739.82,749,169,636,1,0
M0040,2026-01-19,large,Karnataka,919,57,2505.23,1807.55,793,199,674,1,0
M0040,2026-01-20,large,Karnataka,926,37,2464.69,1751.24,688,182,584,1,0
M0040,2026-01-21,large,Karnataka,966,53,2473.63,1829.98,629,158,534,1,0
M0040,2026-01-22,large,Karnataka,906,47,2511.23,1891.43,558,132,474,1,0
M0040,2026-01-23,large,Karnataka,921,59,2475.08,1773.56,794,208,674,1,0
M0040,2026-01-24,large,Karnataka,1024,57,2558.94,1777.1,921,256,782,1,0
M0040,2026-01-25,large,Karnataka,1050,64,2513.89,1739.33,716,191,608,1,0
M0040,2026-01-26,large,Karnataka,949,41,2378.81,1688.12,672,171,571,1,0
M0040,2026-01-27,large,Karnataka,920,41,2459.01,1808.27,593,160,504,1,0
M0040,2026-01-28,large,Karnataka,937,46,2629.88,1950.43,723,195,614,1,0
M0040,2026-01-29,large,Karnataka,931,38,2415.26,1642.63,569,144,483,1,0
M0040,2026-01-30,large,Karnataka,921,46,2513.0,1746.88,619,163,526,1,0
M0040,2026-01-31,large,Karnataka,1076,63,2577.22,1847.93,779,211,662,1,0
M0040,2026-02-01,large,Karnataka,1130,54,2500.09,1721.76,920,244,782,1,0
M0040,2026-02-02,large,Karnataka,945,49,2527.54,1803.77,593,156,504,1,0
M0040,2026-02-03,large,Karnataka,895,60,2513.12,1804.8,589,152,500,1,0
M0040,2026-02-04,large,Karnataka,977,52,2501.63,1739.02,832,211,707,1,0
M0040,2026-02-05,large,Karnataka,937,40,2547.29,1770.27,628,170,533,1,0
M0040,2026-02-06,large,Karnataka,958,41,2524.35,1778.43,576,141,489,1,0
M0040,2026-02-07,large,Karnataka,1093,77,2514.1,1759.03,894,220,759,1,0
M0040,2026-02-08,large,Karnataka,1059,51,2625.61,1857.6,771,212,655,1,0
M0040,2026-02-09,large,Karnataka,994,49,2447.68,1705.96,748,199,635,1,0
M0040,2026-02-10,large,Karnataka,2622,132,2536.06,1778.75,2271,558,1930,1,1
M0040,2026-02-11,large,Karnataka,2476,135,2504.73,1703.82,1711,443,1454,1,1
M0040,2026-02-12,large,Karnataka,2270,134,2510.71,1783.18,1414,353,1201,1,1
M0040,2026-02-13,large,Karnataka,2081,123,2428.54,1715.72,1452,354,1234,1,1
M0040,2026-02-14,large,Karnataka,2552,130,2548.32,1762.98,2218,556,1885,1,1
M0040,2026-02-15,large,Karnataka,2854,154,2502.75,1805.62,2426,641,2062,1,1
M0040,2026-02-16,large,Karnataka,950,36,2550.99,1846.53,649,152,551,1,0
M0040,2026-02-17,large,Karnataka,922,48,2513.21,1780.94,686,168,583,1,0
M0040,2026-02-18,large,Karnataka,950,45,2480.46,1734.63,784,216,666,1,0
M0040,2026-02-19,large,Karnataka,947,47,2516.02,1784.72,678,163,576,1,0
M0040,2026-02-20,large,Karnataka,1016,53,2484.5,1761.48,751,207,638,1,0
M0040,2026-02-21,large,Karnataka,1092,56,2477.18,1795.13,688,172,584,1,0
M0040,2026-02-22,large,Karnataka,1065,65,2453.09,1707.15,915,246,777,1,0
M0040,2026-02-23,large,Karnataka,946,42,2503.41,1742.0,792,200,673,1,0
M0040,2026-02-24,large,Karnataka,1016,52,2511.26,1806.6,694,166,589,1,0
M0040,2026-02-25,large,Karnataka,928,49,2407.45,1698.57,667,175,566,1,0
M0040,2026-02-26,large,Karnataka,964,59,2506.05,1765.11,744,168,632,1,0
M0040,2026-02-27,large,Karnataka,949,49,2416.13,1715.36,745,205,633,1,0
M0040,2026-02-28,large,Karnataka,1119,49,2513.9,1666.33,948,236,805,1,0
M0040,2026-03-01,large,Karnataka,1042,55,2499.11,1713.79,854,228,725,1,0
M0040,2026-03-02,large,Karnataka,941,48,2532.32,1827.43,833,228,708,1,0
M0040,2026-03-03,large,Karnataka,990,56,2487.77,1749.57,776,190,659,1,0
M0040,2026-03-04,large,Karnataka,903,45,2536.57,1793.87,604,164,513,1,0
M0040,2026-03-05,large,Karnataka,966,49,2427.17,1687.43,781,217,663,1,0
M0040,2026-03-06,large,Karnataka,955,48,2463.93,1691.58,745,196,633,1,0
M0040,2026-03-07,large,Karnataka,1115,79,2468.75,1748.61,792,195,673,1,0
M0040,2026-03-08,large,Karnataka,1069,61,2520.65,1786.71,930,240,790,1,0
M0040,2026-03-09,large,Karnataka,944,50,2428.09,1768.05,651,157,553,1,0
M0040,2026-03-10,large,Karnataka,954,51,2615.39,1855.3,667,181,566,1,0
M0040,2026-03-11,large,Karnataka,989,57,2473.27,1627.91,785,212,667,1,0
M0040,2026-03-12,large,Karnataka,981,53,2468.79,1735.37,880,235,748,1,0
M0040,2026-03-13,large,Karnataka,978,54,2510.6,1839.86,708,179,601,1,0
M0040,2026-03-14,large,Karnataka,1173,61,2498.2,1789.25,1026,274,872,1,0
M0040,2026-03-15,large,Karnataka,1109,50,2395.73,1745.93,990,244,841,1,0
M0040,2026-03-16,large,Karnataka,1002,66,2500.99,1812.03,688,197,584,1,0
M0040,2026-03-17,large,Karnataka,971,49,2597.2,1782.82,586,139,498,1,0
M0040,2026-03-18,large,Karnataka,1003,52,2465.02,1659.44,885,214,752,1,0
M0040,2026-03-19,large,Karnataka,962,69,2536.28,1910.95,697,190,592,1,0
M0040,2026-03-20,large,Karnataka,990,50,2496.31,1858.37,823,202,699,1,0
M0040,2026-03-21,large,Karnataka,1094,64,2535.95,1711.3,808,192,686,1,0
M0040,2026-03-22,large,Karnataka,1168,54,2449.94,1665.38,914,251,776,1,0
M0040,2026-03-23,large,Karnataka,965,48,2399.3,1686.67,709,197,602,1,0
M0040,2026-03-24,large,Karnataka,1001,46,2567.93,1779.81,846,203,719,1,0
M0040,2026-03-25,large,Karnataka,1002,44,2520.74,1777.83,603,165,512,1,0
M0040,2026-03-26,large,Karnataka,986,56,2456.14,1660.04,851,195,723,1,0
M0040,2026-03-27,large,Karnataka,1014,55,2422.81,1630.3,766,200,651,1,0
M0040,2026-03-28,large,Karnataka,1153,66,2484.56,1703.58,897,234,762,1,0
M0040,2026-03-29,large,Karnataka,1096,67,2525.76,1885.95,781,199,663,1,0
M0040,2026-03-30,large,Karnataka,996,44,2480.33,1782.96,653,175,555,1,0
M0040,2026-03-31,large,Karnataka,1016,58,2555.74,1780.33,733,197,623,1,0
M0040,2026-04-01,large,Karnataka,962,58,2418.54,1705.75,821,209,697,1,0
M0040,2026-04-02,large,Karnataka,1020,56,2435.18,1681.68,819,217,696,1,0
M0040,2026-04-03,large,Karnataka,992,56,2385.02,1625.46,625,156,531,1,0
M0040,2026-04-04,large,Karnataka,1067,64,2474.59,1742.81,948,251,805,1,0
M0040,2026-04-05,large,Karnataka,1100,53,2481.21,1769.4,678,180,576,1,0
M0040,2026-04-06,large,Karnataka,990,50,2442.18,1709.18,860,242,731,1,0
M0040,2026-04-07,large,Karnataka,988,54,2490.38,1707.6,767,190,651,1,0
M0040,2026-04-08,large,Karnataka,949,52,2489.11,1781.08,675,187,573,1,0
M0040,2026-04-09,large,Karnataka,1043,47,2535.61,1793.2,682,190,579,1,0
M0040,2026-04-10,large,Karnataka,1028,51,2524.39,1746.21,784,219,666,1,0
M0040,2026-04-11,large,Karnataka,1171,72,2511.38,1783.46,729,202,619,1,0
M0040,2026-04-12,large,Karnataka,1190,68,2552.22,1761.25,913,234,776,1,0
M0040,2026-04-13,large,Karnataka,999,46,2489.48,1823.38,790,192,671,1,0
M0040,2026-04-14,large,Karnataka,1034,52,2461.68,1734.16,822,219,698,1,0
M0040,2026-04-15,large,Karnataka,1019,57,2528.64,1761.99,699,196,594,1,0
M0040,2026-04-16,large,Karnataka,1053,68,2496.24,1772.47,726,203,617,1,0
M0040,2026-04-17,large,Karnataka,1003,47,2476.71,1739.54,650,164,552,1,0
M0040,2026-04-18,large,Karnataka,1161,64,2491.69,1693.24,778,211,661,1,0
M0040,2026-04-19,large,Karnataka,3284,160,2465.11,1742.37,2572,626,2186,1,1
M0040,2026-04-20,large,Karnataka,2285,119,2485.52,1740.17,2024,508,1720,1,1
M0040,2026-04-21,large,Karnataka,1004,58,2480.99,1786.56,853,196,725,1,0
M0040,2026-04-22,large,Karnataka,984,48,2485.86,1795.92,818,216,695,1,0
M0040,2026-04-23,large,Karnataka,1065,51,2442.34,1812.32,723,187,614,1,0
M0040,2026-04-24,large,Karnataka,1020,43,2372.71,1648.15,876,239,744,1,0
M0040,2026-04-25,large,Karnataka,1200,66,2468.98,1798.16,1004,259,853,1,0
M0040,2026-04-26,large,Karnataka,1173,60,2557.51,1774.29,976,242,829,1,0
M0040,2026-04-27,large,Karnataka,1066,58,2476.96,1812.55,920,232,782,1,0
M0040,2026-04-28,large,Karnataka,974,44,2460.17,1803.6,805,196,684,1,0
M0040,2026-04-29,large,Karnataka,1041,51,2499.12,1694.45,732,190,622,1,0
M0040,2026-04-30,large,Karnataka,1043,70,2535.53,1901.4,693,162,589,1,0
M0040,2026-05-01,large,Karnataka,1018,46,2489.76,1628.66,755,200,641,1,0
M0040,2026-05-02,large,Karnataka,1153,66,2596.79,1809.04,1010,265,858,1,0
M0040,2026-05-03,large,Karnataka,1124,67,2545.24,1846.41,784,206,666,1,0
M0040,2026-05-04,large,Karnataka,1059,62,2464.93,1807.84,943,256,801,1,0
M0040,2026-05-05,large,Karnataka,1040,51,2480.96,1746.84,676,164,574,1,0
M0040,2026-05-06,large,Karnataka,1072,48,2589.11,1847.79,651,146,553,1,0
M0040,2026-05-07,large,Karnataka,1033,56,2567.08,1786.84,771,194,655,1,0
M0040,2026-05-08,large,Karnataka,1013,63,2504.88,1813.52,876,228,744,1,0
M0040,2026-05-09,large,Karnataka,1158,65,2562.11,1826.04,977,248,830,1,0
M0040,2026-05-10,large,Karnataka,1239,57,2447.04,1700.11,1055,264,896,1,0
M0040,2026-05-11,large,Karnataka,1054,65,2567.2,1794.71,676,185,574,1,0
M0040,2026-05-12,large,Karnataka,1025,43,2523.64,1788.18,756,193,642,1,0
M0040,2026-05-13,large,Karnataka,1053,61,2583.92,1927.88,669,155,568,1,0
M0040,2026-05-14,large,Karnataka,1052,56,2563.85,1903.94,634,158,538,1,0
M0040,2026-05-15,large,Karnataka,1017,60,2471.76,1718.59,883,242,750,1,0
M0040,2026-05-16,large,Karnataka,1242,73,2483.39,1696.55,974,241,827,1,0
M0040,2026-05-17,large,Karnataka,1204,68,2520.83,1806.2,1030,247,875,1,0
M0040,2026-05-18,large,Karnataka,1082,65,2491.27,1749.22,829,222,704,1,0
M0040,2026-05-19,large,Karnataka,1054,61,2460.34,1700.39,893,249,759,1,0
M0040,2026-05-20,large,Karnataka,982,48,2514.08,1796.81,810,208,688,1,0
M0040,2026-05-21,large,Karnataka,1015,56,2556.12,1748.7,844,231,717,1,0
M0040,2026-05-22,large,Karnataka,1036,58,2401.17,1711.47,624,172,530,1,0
M0040,2026-05-23,large,Karnataka,1273,66,2460.12,1712.35,1098,277,933,1,0
M0040,2026-05-24,large,Karnataka,1230,69,2528.44,1863.75,856,227,727,1,0
M0040,2026-05-25,large,Karnataka,1046,52,2547.39,1801.55,659,151,560,1,0
M0040,2026-05-26,large,Karnataka,1029,52,2559.58,1836.83,650,166,552,1,0
M0040,2026-05-27,large,Karnataka,1060,58,2528.87,1763.64,637,149,541,1,0
M0040,2026-05-28,large,Karnataka,1045,60,2510.83,1781.17,648,152,550,1,0
M0040,2026-05-29,large,Karnataka,1063,60,2436.77,1743.84,649,159,551,1,0
M0040,2026-05-30,large,Karnataka,1244,73,2473.59,1670.89,1100,287,935,1,0
M0040,2026-05-31,large,Karnataka,1194,59,2515.88,1800.92,1002,254,851,1,0
M0040,2026-06-01,large,Karnataka,1071,63,2580.01,1875.18,691,164,587,1,0
M0040,2026-06-02,large,Karnataka,1023,44,2483.5,1667.25,713,172,606,1,0
M0040,2026-06-03,large,Karnataka,1022,64,2516.04,1790.44,878,213,746,1,0
M0040,2026-06-04,large,Karnataka,1109,68,2465.09,1792.27,799,206,679,1,0
M0040,2026-06-05,large,Karnataka,1126,68,2449.12,1733.66,864,215,734,1,0
M0040,2026-06-06,large,Karnataka,1198,75,2517.81,1834.51,1025,281,871,1,0
M0040,2026-06-07,large,Karnataka,1215,72,2493.23,1809.71,840,225,714,1,0
M0040,2026-06-08,large,Karnataka,2373,107,2467.55,1794.89,1815,794,1542,3,1
M0040,2026-06-09,large,Karnataka,2462,123,2498.18,1766.17,1690,1017,1436,3,1
M0040,2026-06-10,large,Karnataka,2078,107,2541.28,1780.47,1848,1075,1570,3,1
M0040,2026-06-11,large,Karnataka,2071,104,2473.83,1747.61,1815,919,1542,2,1
M0040,2026-06-12,large,Karnataka,2030,100,2499.36,1826.62,1223,576,1039,2,1
M0040,2026-06-13,large,Karnataka,2501,128,2553.23,1804.88,1789,846,1520,4,1
M0040,2026-06-14,large,Karnataka,2389,119,2460.5,1716.31,1697,951,1442,3,1
M0040,2026-06-15,large,Karnataka,1063,45,2644.0,1894.41,916,232,778,1,0
M0040,2026-06-16,large,Karnataka,1049,63,2445.42,1696.5,685,183,582,1,0
M0040,2026-06-17,large,Karnataka,1068,58,2507.12,1681.26,714,179,606,1,0
M0040,2026-06-18,large,Karnataka,1136,55,2518.27,1849.12,778,217,661,1,0
M0040,2026-06-19,large,Karnataka,1009,59,2526.01,1755.59,805,202,684,1,0
M0040,2026-06-20,large,Karnataka,1262,66,2456.24,1753.45,1019,269,866,1,0
M0040,2026-06-21,large,Karnataka,1325,73,2434.62,1681.06,840,217,714,1,0
M0040,2026-06-22,large,Karnataka,1104,59,2524.43,1723.08,783,202,665,1,0
M0040,2026-06-23,large,Karnataka,1062,47,2523.53,1807.05,682,159,579,1,0
M0040,2026-06-24,large,Karnataka,1105,65,2543.76,1802.94,729,157,619,1,0
M0040,2026-06-25,large,Karnataka,1035,58,2438.26,1744.3,848,210,720,1,0
M0040,2026-06-26,large,Karnataka,1131,69,2517.69,1758.34,983,262,835,1,0
M0040,2026-06-27,large,Karnataka,1226,56,2489.17,1811.09,994,247,844,1,0
M0040,2026-06-28,large,Karnataka,1213,75,2482.38,1685.87,746,185,634,1,0
M0040,2026-06-29,large,Karnataka,1063,57,2539.08,1779.35,857,228,728,1,0
M0041,2026-01-01,small,West Bengal,38,3,637.02,501.13,34,6,28,1,0
M0041,2026-01-02,small,West Bengal,36,4,782.37,697.12,24,2,20,1,0
M0041,2026-01-03,small,West Bengal,42,1,792.85,456.62,25,4,21,1,0
M0041,2026-01-04,small,West Bengal,40,1,921.0,586.16,34,9,28,1,0
M0041,2026-01-05,small,West Bengal,43,1,1132.55,658.64,34,10,28,1,0
M0041,2026-01-06,small,West Bengal,33,2,951.68,558.34,21,4,17,1,0
M0041,2026-01-07,small,West Bengal,39,0,864.59,601.52,33,5,28,1,0
M0041,2026-01-08,small,West Bengal,38,1,856.75,707.8,23,7,19,1,0
M0041,2026-01-09,small,West Bengal,49,4,808.06,658.18,31,6,26,1,0
M0041,2026-01-10,small,West Bengal,48,1,892.07,550.07,41,8,34,1,0
M0041,2026-01-11,small,West Bengal,39,2,788.69,457.06,25,6,21,1,0
M0041,2026-01-12,small,West Bengal,38,1,852.14,648.55,31,7,26,1,0
M0041,2026-01-13,small,West Bengal,47,1,895.61,554.23,29,5,24,1,0
M0041,2026-01-14,small,West Bengal,35,1,941.55,504.09,21,6,17,1,0
M0041,2026-01-15,small,West Bengal,39,4,1005.56,595.17,28,5,23,1,0
M0041,2026-01-16,small,West Bengal,37,1,796.06,605.74,27,7,22,1,0
M0041,2026-01-17,small,West Bengal,56,3,787.16,459.02,46,9,39,1,0
M0041,2026-01-18,small,West Bengal,39,1,975.45,767.62,24,6,20,1,0
M0041,2026-01-19,small,West Bengal,41,2,885.52,660.27,31,4,26,1,0
M0041,2026-01-20,small,West Bengal,34,1,797.4,465.99,27,9,22,1,0
M0041,2026-01-21,small,West Bengal,40,2,894.64,558.81,35,4,29,1,0
M0041,2026-01-22,small,West Bengal,33,1,835.29,640.21,22,2,18,1,0
M0041,2026-01-23,small,West Bengal,41,0,2425.15,1572.93,24,3,20,1,1
M0041,2026-01-24,small,West Bengal,44,1,1391.33,962.14,27,8,22,1,1
M0041,2026-01-25,small,West Bengal,38,3,903.2,687.49,32,3,27,1,0
M0041,2026-01-26,small,West Bengal,38,0,802.78,555.77,27,2,22,1,0
M0041,2026-01-27,small,West Bengal,34,1,731.34,465.65,29,4,24,1,0
M0041,2026-01-28,small,West Bengal,50,2,904.47,765.71,40,10,34,1,0
M0041,2026-01-29,small,West Bengal,46,1,820.11,427.57,33,5,28,1,0
M0041,2026-01-30,small,West Bengal,44,0,897.65,521.78,27,9,22,1,0
M0041,2026-01-31,small,West Bengal,41,3,841.0,550.54,29,7,24,1,0
M0041,2026-02-01,small,West Bengal,56,3,839.17,664.45,38,11,32,1,0
M0041,2026-02-02,small,West Bengal,47,2,769.0,564.61,28,8,23,1,0
M0041,2026-02-03,small,West Bengal,50,2,900.79,700.03,40,12,34,1,0
M0041,2026-02-04,small,West Bengal,41,1,896.84,601.03,33,4,28,1,0
M0041,2026-02-05,small,West Bengal,39,2,864.92,556.69,24,3,20,1,0
M0041,2026-02-06,small,West Bengal,35,0,920.18,611.93,28,8,23,1,0
M0041,2026-02-07,small,West Bengal,41,2,997.9,681.81,31,11,26,1,0
M0041,2026-02-08,small,West Bengal,140,7,882.03,635.64,93,17,79,1,1
M0041,2026-02-09,small,West Bengal,114,2,950.44,688.62,82,18,69,1,1
M0041,2026-02-10,small,West Bengal,99,4,978.49,700.18,74,20,62,1,1
M0041,2026-02-11,small,West Bengal,77,5,798.05,505.24,54,10,45,1,1
M0041,2026-02-12,small,West Bengal,46,4,743.03,466.47,36,7,30,1,0
M0041,2026-02-13,small,West Bengal,40,1,781.2,718.05,26,7,22,1,0
M0041,2026-02-14,small,West Bengal,52,0,839.25,654.21,31,9,26,1,0
M0041,2026-02-15,small,West Bengal,47,1,937.97,835.98,39,9,33,1,0
M0041,2026-02-16,small,West Bengal,49,5,842.66,699.09,40,6,34,1,0
M0041,2026-02-17,small,West Bengal,36,4,924.09,700.32,28,6,23,1,0
M0041,2026-02-18,small,West Bengal,43,3,1021.29,723.27,28,4,23,1,0
M0041,2026-02-19,small,West Bengal,39,1,921.11,593.88,27,5,22,1,0
M0041,2026-02-20,small,West Bengal,46,3,772.12,501.75,31,6,26,1,0
M0041,2026-02-21,small,West Bengal,44,1,813.54,636.79,30,5,25,1,0
M0041,2026-02-22,small,West Bengal,41,2,959.86,625.14,28,2,23,1,0
M0041,2026-02-23,small,West Bengal,30,1,905.99,656.8,22,7,18,1,0
M0041,2026-02-24,small,West Bengal,41,2,944.21,683.51,24,6,20,1,0
M0041,2026-02-25,small,West Bengal,35,2,917.21,708.95,28,3,23,1,0
M0041,2026-02-26,small,West Bengal,44,4,773.63,621.75,29,8,24,1,0
M0041,2026-02-27,small,West Bengal,39,2,809.17,569.86,24,6,20,1,0
M0041,2026-02-28,small,West Bengal,58,4,934.33,652.64,44,12,37,1,0
M0041,2026-03-01,small,West Bengal,44,3,794.81,533.39,30,7,25,1,0
M0041,2026-03-02,small,West Bengal,38,2,1084.65,711.42,33,6,28,1,0
M0041,2026-03-03,small,West Bengal,46,4,979.88,663.9,31,4,26,1,0
M0041,2026-03-04,small,West Bengal,39,2,783.06,587.93,35,7,29,1,0
M0041,2026-03-05,small,West Bengal,38,2,941.99,517.31,31,7,26,1,0
M0041,2026-03-06,small,West Bengal,39,0,937.78,593.24,26,9,22,1,0
M0041,2026-03-07,small,West Bengal,55,3,827.8,532.66,47,10,39,1,0
M0041,2026-03-08,small,West Bengal,53,3,884.58,624.66,37,9,31,1,0
M0041,2026-03-09,small,West Bengal,33,2,620.13,422.29,24,7,20,1,0
M0041,2026-03-10,small,West Bengal,27,2,925.57,445.59,22,4,18,1,0
M0041,2026-03-11,small,West Bengal,47,3,815.69,592.99,36,6,30,1,0
M0041,2026-03-12,small,West Bengal,46,1,868.59,560.96,36,6,30,1,0
M0041,2026-03-13,small,West Bengal,186,9,893.0,577.25,129,25,109,1,1
M0041,2026-03-14,small,West Bengal,183,6,783.06,564.35,160,26,136,1,1
M0041,2026-03-15,small,West Bengal,63,2,903.99,555.04,53,5,45,1,0
M0041,2026-03-16,small,West Bengal,42,4,841.72,575.4,30,9,25,1,0
M0041,2026-03-17,small,West Bengal,42,2,957.67,727.68,36,7,30,1,0
M0041,2026-03-18,small,West Bengal,44,3,837.26,574.74,34,11,28,1,0
M0041,2026-03-19,small,West Bengal,52,3,754.67,555.64,31,6,26,1,0
M0041,2026-03-20,small,West Bengal,43,2,1009.99,618.49,30,8,25,1,0
M0041,2026-03-21,small,West Bengal,42,5,992.19,525.13,34,7,28,1,0
M0041,2026-03-22,small,West Bengal,46,4,901.97,463.83,31,6,26,1,0
M0041,2026-03-23,small,West Bengal,33,1,916.65,697.41,25,5,21,1,0
M0041,2026-03-24,small,West Bengal,41,1,819.99,621.34,36,6,30,1,0
M0041,2026-03-25,small,West Bengal,37,1,1051.25,764.81,26,6,22,1,0
M0041,2026-03-26,small,West Bengal,63,1,930.49,666.21,43,8,36,1,0
M0041,2026-03-27,small,West Bengal,57,3,796.21,485.56,38,7,32,1,0
M0041,2026-03-28,small,West Bengal,39,2,918.67,641.04,28,4,23,1,0
M0041,2026-03-29,small,West Bengal,65,2,893.8,651.75,40,5,34,1,0
M0041,2026-03-30,small,West Bengal,44,1,873.35,595.83,31,6,26,1,0
M0041,2026-03-31,small,West Bengal,42,0,965.07,693.97,36,7,30,1,0
M0041,2026-04-01,small,West Bengal,42,1,767.13,528.11,34,9,28,1,0
M0041,2026-04-02,small,West Bengal,37,2,886.16,631.07,24,5,20,1,0
M0041,2026-04-03,small,West Bengal,42,1,1095.65,880.73,26,1,22,1,0
M0041,2026-04-04,small,West Bengal,52,4,800.65,613.5,38,7,32,1,0
M0041,2026-04-05,small,West Bengal,40,1,717.48,583.51,33,6,28,1,0
M0041,2026-04-06,small,West Bengal,39,0,922.8,597.62,30,8,25,1,0
M0041,2026-04-07,small,West Bengal,54,3,939.96,614.86,35,10,29,1,0
M0041,2026-04-08,small,West Bengal,45,4,1017.42,683.49,39,11,33,1,0
M0041,2026-04-09,small,West Bengal,52,1,883.56,574.17,42,10,35,1,0
M0041,2026-04-10,small,West Bengal,43,4,1033.91,525.78,35,10,29,1,0
M0041,2026-04-11,small,West Bengal,50,1,797.08,654.37,30,7,25,1,0
M0041,2026-04-12,small,West Bengal,60,2,885.93,636.51,51,8,43,1,0
M0041,2026-04-13,small,West Bengal,49,0,814.32,488.28,36,5,30,1,0
M0041,2026-04-14,small,West Bengal,47,0,901.94,606.69,35,10,29,1,0
M0041,2026-04-15,small,West Bengal,50,3,950.31,781.96,39,8,33,1,0
